,model_name,model_category,batch_size,model_parameters,num_inference_steps,precision,inference_time,device_to_host_time,host_to_device_time,avg_time,communication_time
120,resnet18,resnet,64,11689512.0,10,float64,0.0008374515920877457,0.006520599871873855,0.0016749229282140732,0.009032974392175675,0.008195522800087928
121,resnet26,resnet,16,15995176.0,10,bfloat16,0.004377727210521698,0.003347623348236084,0.4755619063973427,0.4832872569561005,0.47890952974557877
122,resnet26,resnet,32,15995176.0,10,bfloat16,0.0022168032824993133,0.0031220152974128722,0.26374094262719155,0.2690797612071037,0.2668629579246044
123,resnet26,resnet,64,15995176.0,10,bfloat16,0.0010238897055387497,0.0030725497752428057,0.14806340560317038,0.15215984508395192,0.15113595537841318
124,resnet26,resnet,16,15995176.0,10,float16,0.004003988206386566,0.003821168839931488,0.5841930106282234,0.5920181676745414,0.5880141794681548
125,resnet26,resnet,32,15995176.0,10,float16,0.0020271003246307372,0.0034203946590423582,0.3222575716674328,0.3277050666511059,0.32567796632647517
126,resnet26,resnet,64,15995176.0,10,float16,0.001081131398677826,0.003350667655467987,0.17502548843622207,0.17945728749036788,0.17837615609169005
127,resnet26,resnet,16,15995176.0,10,float32,0.003936462104320526,0.006233930587768555,0.41853492707014084,0.4287053197622299,0.4247688576579094
128,resnet26,resnet,32,15995176.0,10,float32,0.0018594734370708465,0.006125587970018387,0.21778568103909493,0.22577074244618417,0.22391126900911332
129,resnet26,resnet,64,15995176.0,10,float32,0.000994458794593811,0.0064000595360994336,0.11534850820899009,0.12274302653968333,0.12174856774508952
130,resnet26,resnet,16,15995176.0,10,float64,0.003913325071334839,0.006318427622318268,0.007026706635951996,0.017258459329605104,0.013345134258270264
131,resnet26,resnet,32,15995176.0,10,float64,0.0019949764013290406,0.006195252388715744,0.0036480545997619627,0.011838283389806747,0.009843306988477706
132,resnet26,resnet,64,15995176.0,10,float64,0.0009965304285287856,0.006757481396198273,0.002161286398768425,0.009915298223495484,0.008918767794966698
133,resnet34,resnet,16,21797672.0,10,bfloat16,0.0049733415246009825,0.0032741159200668337,0.5307839468121529,0.5390314042568207,0.5340580627322198
134,resnet34,resnet,32,21797672.0,10,bfloat16,0.002382882684469223,0.003138270229101181,0.28107217103242876,0.2865933239459992,0.28421044126152994
135,resnet34,resnet,64,21797672.0,10,bfloat16,0.0012926619499921798,0.003105451166629791,0.1848516508936882,0.18924976401031018,0.18795710206031802
136,resnet34,resnet,16,21797672.0,10,float16,0.005266039073467255,0.003630600869655609,0.617701706290245,0.6265983462333679,0.6213323071599006
137,resnet34,resnet,32,21797672.0,10,float16,0.002585712820291519,0.0033958002924919127,0.33485625460743906,0.3408377677202225,0.338252054899931
138,resnet34,resnet,64,21797672.0,10,float16,0.0012320972979068755,0.003347659856081009,0.20311440154910088,0.20769415870308877,0.2064620614051819
139,resnet34,resnet,16,21797672.0,10,float32,0.005527763068675995,0.006174728274345398,0.4613425090909004,0.4730450004339218,0.4675172373652458
140,resnet34,resnet,32,21797672.0,10,float32,0.0026368334889411925,0.006148432195186615,0.2416440173983574,0.2504292830824852,0.24779244959354402
141,resnet34,resnet,64,21797672.0,10,float32,0.001212834194302559,0.006459382548928261,0.1365000642836094,0.1441722810268402,0.14295944683253764
142,resnet34,resnet,16,21797672.0,10,float64,0.004970231652259826,0.006371359527111054,0.009189461171627045,0.020531052350997926,0.015560820698738098
143,resnet34,resnet,32,21797672.0,10,float64,0.0028847478330135345,0.00625053197145462,0.005989883840084076,0.01512516364455223,0.012240415811538695
